kc_type,experiment_id,motion_folder,motion_index,motion_name,segment_id,rigid_path,nonrigid_path,sampling_frequency,n_samples,is_anomaly_case,split
arm,exp02,motion03_slow_fast_mix,motion03,slow_fast_mix,seg5,e:\VSCode_Study\2026.4.15Manuscript-DIODEM\dataset\arm\exp02\motion03_slow_fast_mix\exp02_motion03_imu_rigid.csv,e:\VSCode_Study\2026.4.15Manuscript-DIODEM\dataset\arm\exp02\motion03_slow_fast_mix\exp02_motion03_imu_nonrigid.csv,40.0,2650,False,train
arm,exp02,motion04_pause2,motion04,pause2,seg1,e:\VSCode_Study\2026.4.15Manuscript-DIODEM\dataset\arm\exp02\motion04_pause2\exp02_motion04_imu_rigid.csv,e:\VSCode_Study\2026.4.15Manuscript-DIODEM\dataset\arm\exp02\motion04_pause2\exp02_motion04_imu_nonrigid.csv,40.0,240,False,train
arm,exp02,motion04_pause2,motion04,pause2,seg2,e:\VSCode_Study\2026.4.15Manuscript-DIODEM\dataset\arm\exp02\motion04_pause2\exp02_motion04_imu_rigid.csv,e:\VSCode_Study\2026.4.15Manuscript-DIODEM\dataset\arm\exp02\motion04_pause2\exp02_motion04_imu_nonrigid.csv,40.0,240,False,train
arm,exp02,motion04_pause2,motion04,pause2,seg3,e:\VSCode_Study\2026.4.15Manuscript-DIODEM\dataset\arm\exp02\motion04_pause2\exp02_motion04_imu_rigid.csv,e:\VSCode_Study\2026.4.15Manuscript-DIODEM\dataset\arm\exp02\motion04_pause2\exp02_motion04_imu_nonrigid.csv,40.0,240,False,train
arm,exp02,motion04_pause2,motion04,pause2,seg4,e:\VSCode_Study\2026.4.15Manuscript-DIODEM\dataset\arm\exp02\motion04_pause2\exp02_motion04_imu_rigid.csv,e:\VSCode_Study\2026.4.15Manuscript-DIODEM\dataset\arm\exp02\motion04_pause2\exp02_motion04_imu_nonrigid.csv,40.0,240,False,train
arm,exp02,motion04_pause2,motion04,pause2,seg5,e:\VSCode_Study\2026.4.15Manuscript-DIODEM\dataset\arm\exp02\motion04_pause2\exp02_motion04_imu_rigid.csv,e:\VSCode_Study\2026.4.15Manuscript-DIODEM\dataset\arm\exp02\motion04_pause2\exp02_motion04_imu_nonrigid.csv,40.0,240,False,train
arm,exp02,motion05_canonical2,motion05,canonical2,seg1,e:\VSCode_Study\2026.4.15Manuscript-DIODEM\dataset\arm\exp02\motion05_canonical2\exp02_motion05_imu_rigid.csv,e:\VSCode_Study\2026.4.15Manuscript-DIODEM\dataset\arm\exp02\motion05_canonical2\exp02_motion05_imu_nonrigid.csv,40.0,3620,False,train
arm,exp02,motion05_canonical2,motion05,canonical2,seg2,e:\VSCode_Study\2026.4.15Manuscript-DIODEM\dataset\arm\exp02\motion05_canonical2\exp02_motion05_imu_rigid.csv,e:\VSCode_Study\2026.4.15Manuscript-DIODEM\dataset\arm\exp02\motion05_canonical2\exp02_motion05_imu_nonrigid.csv,40.0,3620,False,train
arm,exp02,motion05_canonical2,motion05,canonical2,seg3,e:\VSCode_Study\2026.4.15Manuscript-DIODEM\dataset\arm\exp02\motion05_canonical2\exp02_motion05_imu_rigid.csv,e:\VSCode_Study\2026.4.15Manuscript-DIODEM\dataset\arm\exp02\motion05_canonical2\exp02_motion05_imu_nonrigid.csv,40.0,3620,False,train
arm,exp02,motion05_canonical2,motion05,canonical2,seg4,e:\VSCode_Study\2026.4.15Manuscript-DIODEM\dataset\arm\exp02\motion05_canonical2\exp02_motion05_imu_rigid.csv,e:\VSCode_Study\2026.4.15Manuscript-DIODEM\dataset\arm\exp02\motion05_canonical2\exp02_motion05_imu_nonrigid.csv,40.0,3620,False,train
arm,exp02,motion05_canonical2,motion05,canonical2,seg5,e:\VSCode_Study\2026.4.15Manuscript-DIODEM\dataset\arm\exp02\motion05_canonical2\exp02_motion05_imu_rigid.csv,e:\VSCode_Study\2026.4.15Manuscript-DIODEM\dataset\arm\exp02\motion05_canonical2\exp02_motion05_imu_nonrigid.csv,40.0,3620,False,train
arm,exp02,motion06_pause3,motion06,pause3,seg1,e:\VSCode_Study\2026.4.15Manuscript-DIODEM\dataset\arm\exp02\motion06_pause3\exp02_motion06_imu_rigid.csv,e:\VSCode_Study\2026.4.15Manuscript-DIODEM\dataset\arm\exp02\motion06_pause3\exp02_motion06_imu_nonrigid.csv,40.0,200,False,train
arm,exp02,motion06_pause3,motion06,pause3,seg2,e:\VSCode_Study\2026.4.15Manuscript-DIODEM\dataset\arm\exp02\motion06_pause3\exp02_motion06_imu_rigid.csv,e:\VSCode_Study\2026.4.15Manuscript-DIODEM\dataset\arm\exp02\motion06_pause3\exp02_motion06_imu_nonrigid.csv,40.0,200,False,train
arm,exp02,motion06_pause3,motion06,pause3,seg3,e:\VSCode_Study\2026.4.15Manuscript-DIODEM\dataset\arm\exp02\motion06_pause3\exp02_motion06_imu_rigid.csv,e:\VSCode_Study\2026.4.15Manuscript-DIODEM\dataset\arm\exp02\motion06_pause3\exp02_motion06_imu_nonrigid.csv,40.0,200,False,train
arm,exp02,motion06_pause3,motion06,pause3,seg4,e:\VSCode_Study\2026.4.15Manuscript-DIODEM\dataset\arm\exp02\motion06_pause3\exp02_motion06_imu_rigid.csv,e:\VSCode_Study\2026.4.15Manuscript-DIODEM\dataset\arm\exp02\motion06_pause3\exp02_motion06_imu_nonrigid.csv,40.0,200,False,train
arm,exp02,motion06_pause3,motion06,pause3,seg5,e:\VSCode_Study\2026.4.15Manuscript-DIODEM\dataset\arm\exp02\motion06_pause3\exp02_motion06_imu_rigid.csv,e:\VSCode_Study\2026.4.15Manuscript-DIODEM\dataset\arm\exp02\motion06_pause3\exp02_motion06_imu_nonrigid.csv,40.0,200,False,train
arm,exp02,motion07_slow_fast_freeze_mix,motion07,slow_fast_freeze_mix,seg1,e:\VSCode_Study\2026.4.15Manuscript-DIODEM\dataset\arm\exp02\motion07_slow_fast_freeze_mix\exp02_motion07_imu_rigid.csv,e:\VSCode_Study\2026.4.15Manuscript-DIODEM\dataset\arm\exp02\motion07_slow_fast_freeze_mix\exp02_motion07_imu_nonrigid.csv,40.0,2720,False,train
arm,exp02,motion07_slow_fast_freeze_mix,motion07,slow_fast_freeze_mix,seg2,e:\VSCode_Study\2026.4.15Manuscript-DIODEM\dataset\arm\exp02\motion07_slow_fast_freeze_mix\exp02_motion07_imu_rigid.csv,e:\VSCode_Study\2026.4.15Manuscript-DIODEM\dataset\arm\exp02\motion07_slow_fast_freeze_mix\exp02_motion07_imu_nonrigid.csv,40.0,2720,False,train
arm,exp02,motion07_slow_fast_freeze_mix,motion07,slow_fast_freeze_mix,seg3,e:\VSCode_Study\2026.4.15Manuscript-DIODEM\dataset\arm\exp02\motion07_slow_fast_freeze_mix\exp02_motion07_imu_rigid.csv,e:\VSCode_Study\2026.4.15Manuscript-DIODEM\dataset\arm\exp02\motion07_slow_fast_freeze_mix\exp02_motion07_imu_nonrigid.csv,40.0,2720,False,train
arm,exp02,motion07_slow_fast_freeze_mix,motion07,slow_fast_freeze_mix,seg4,e:\VSCode_Study\2026.4.15Manuscript-DIODEM\dataset\arm\exp02\motion07_slow_fast_freeze_mix\exp02_motion07_imu_rigid.csv,e:\VSCode_Study\2026.4.15Manuscript-DIODEM\dataset\arm\exp02\motion07_slow_fast_freeze_mix\exp02_motion07_imu_nonrigid.csv,40.0,2720,False,train
arm,exp02,motion07_slow_fast_freeze_mix,motion07,slow_fast_freeze_mix,seg5,e:\VSCode_Study\2026.4.15Manuscript-DIODEM\dataset\arm\exp02\motion07_slow_fast_freeze_mix\exp02_motion07_imu_rigid.csv,e:\VSCode_Study\2026.4.15Manuscript-DIODEM\dataset\arm\exp02\motion07_slow_fast_freeze_mix\exp02_motion07_imu_nonrigid.csv,40.0,2720,False,train
arm,exp02,motion08_pause4,motion08,pause4,seg1,e:\VSCode_Study\2026.4.15Manuscript-DIODEM\dataset\arm\exp02\motion08_pause4\exp02_motion08_imu_rigid.csv,e:\VSCode_Study\2026.4.15Manuscript-DIODEM\dataset\arm\exp02\motion08_pause4\exp02_motion08_imu_nonrigid.csv,40.0,238,False,train
arm,exp02,motion08_pause4,motion08,pause4,seg2,e:\VSCode_Study\2026.4.15Manuscript-DIODEM\dataset\arm\exp02\motion08_pause4\exp02_motion08_imu_rigid.csv,e:\VSCode_Study\2026.4.15Manuscript-DIODEM\dataset\arm\exp02\motion08_pause4\exp02_motion08_imu_nonrigid.csv,40.0,238,False,train
arm,exp02,motion08_pause4,motion08,pause4,seg3,e:\VSCode_Study\2026.4.15Manuscript-DIODEM\dataset\arm\exp02\motion08_pause4\exp02_motion08_imu_rigid.csv,e:\VSCode_Study\2026.4.15Manuscript-DIODEM\dataset\arm\exp02\motion08_pause4\exp02_motion08_imu_nonrigid.csv,40.0,238,False,train
arm,exp02,motion08_pause4,motion08,pause4,seg4,e:\VSCode_Study\2026.4.15Manuscript-DIODEM\dataset\arm\exp02\motion08_pause4\exp02_motion08_imu_rigid.csv,e:\VSCode_Study\2026.4.15Manuscript-DIODEM\dataset\arm\exp02\motion08_pause4\exp02_motion08_imu_nonrigid.csv,40.0,238,False,train
arm,exp02,motion08_pause4,motion08,pause4,seg5,e:\VSCode_Study\2026.4.15Manuscript-DIODEM\dataset\arm\exp02\motion08_pause4\exp02_motion08_imu_rigid.csv,e:\VSCode_Study\2026.4.15Manuscript-DIODEM\dataset\arm\exp02\motion08_pause4\exp02_motion08_imu_nonrigid.csv,40.0,238,False,train
arm,exp03,motion01_slow1,motion01,slow1,seg1,e:\VSCode_Study\2026.4.15Manuscript-DIODEM\dataset\arm\exp03\motion01_slow1\exp03_motion01_imu_rigid.csv,e:\VSCode_Study\2026.4.15Manuscript-DIODEM\dataset\arm\exp03\motion01_slow1\exp03_motion01_imu_nonrigid.csv,40.0,600,False,train
arm,exp03,motion01_slow1,motion01,slow1,seg2,e:\VSCode_Study\2026.4.15Manuscript-DIODEM\dataset\arm\exp03\motion01_slow1\exp03_motion01_imu_rigid.csv,e:\VSCode_Study\2026.4.15Manuscript-DIODEM\dataset\arm\exp03\motion01_slow1\exp03_motion01_imu_nonrigid.csv,40.0,600,False,train
arm,exp03,motion01_slow1,motion01,slow1,seg3,e:\VSCode_Study\2026.4.15Manuscript-DIODEM\dataset\arm\exp03\motion01_slow1\exp03_motion01_imu_rigid.csv,e:\VSCode_Study\2026.4.15Manuscript-DIODEM\dataset\arm\exp03\motion01_slow1\exp03_motion01_imu_nonrigid.csv,40.0,600,False,train
arm,exp03,motion01_slow1,motion01,slow1,seg4,e:\VSCode_Study\2026.4.15Manuscript-DIODEM\dataset\arm\exp03\motion01_slow1\exp03_motion01_imu_rigid.csv,e:\VSCode_Study\2026.4.15Manuscript-DIODEM\dataset\arm\exp03\motion01_slow1\exp03_motion01_imu_nonrigid.csv,40.0,600,False,train
arm,exp03,motion01_slow1,motion01,slow1,seg5,e:\VSCode_Study\2026.4.15Manuscript-DIODEM\dataset\arm\exp03\motion01_slow1\exp03_motion01_imu_rigid.csv,e:\VSCode_Study\2026.4.15Manuscript-DIODEM\dataset\arm\exp03\motion01_slow1\exp03_motion01_imu_nonrigid.csv,40.0,600,False,train
arm,exp03,motion02_dangle1,motion02,dangle1,seg1,e:\VSCode_Study\2026.4.15Manuscript-DIODEM\dataset\arm\exp03\motion02_dangle1\exp03_motion02_imu_rigid.csv,e:\VSCode_Study\2026.4.15Manuscript-DIODEM\dataset\arm\exp03\motion02_dangle1\exp03_motion02_imu_nonrigid.csv,40.0,1210,False,train
arm,exp03,motion02_dangle1,motion02,dangle1,seg2,e:\VSCode_Study\2026.4.15Manuscript-DIODEM\dataset\arm\exp03\motion02_dangle1\exp03_motion02_imu_rigid.csv,e:\VSCode_Study\2026.4.15Manuscript-DIODEM\dataset\arm\exp03\motion02_dangle1\exp03_motion02_imu_nonrigid.csv,40.0,1210,False,train
arm,exp03,motion02_dangle1,motion02,dangle1,seg3,e:\VSCode_Study\2026.4.15Manuscript-DIODEM\dataset\arm\exp03\motion02_dangle1\exp03_motion02_imu_rigid.csv,e:\VSCode_Study\2026.4.15Manuscript-DIODEM\dataset\arm\exp03\motion02_dangle1\exp03_motion02_imu_nonrigid.csv,40.0,1210,False,train
arm,exp03,motion02_dangle1,motion02,dangle1,seg4,e:\VSCode_Study\2026.4.15Manuscript-DIODEM\dataset\arm\exp03\motion02_dangle1\exp03_motion02_imu_rigid.csv,e:\VSCode_Study\2026.4.15Manuscript-DIODEM\dataset\arm\exp03\motion02_dangle1\exp03_motion02_imu_nonrigid.csv,40.0,1210,False,train
arm,exp03,motion02_dangle1,motion02,dangle1,seg5,e:\VSCode_Study\2026.4.15Manuscript-DIODEM\dataset\arm\exp03\motion02_dangle1\exp03_motion02_imu_rigid.csv,e:\VSCode_Study\2026.4.15Manuscript-DIODEM\dataset\arm\exp03\motion02_dangle1\exp03_motion02_imu_nonrigid.csv,40.0,1210,False,train
arm,exp03,motion03_pause1,motion03,pause1,seg1,e:\VSCode_Study\2026.4.15Manuscript-DIODEM\dataset\arm\exp03\motion03_pause1\exp03_motion03_imu_rigid.csv,e:\VSCode_Study\2026.4.15Manuscript-DIODEM\dataset\arm\exp03\motion03_pause1\exp03_motion03_imu_nonrigid.csv,40.0,90,False,train
arm,exp03,motion03_pause1,motion03,pause1,seg2,e:\VSCode_Study\2026.4.15Manuscript-DIODEM\dataset\arm\exp03\motion03_pause1\exp03_motion03_imu_rigid.csv,e:\VSCode_Study\2026.4.15Manuscript-DIODEM\dataset\arm\exp03\motion03_pause1\exp03_motion03_imu_nonrigid.csv,40.0,90,False,train
arm,exp03,motion03_pause1,motion03,pause1,seg3,e:\VSCode_Study\2026.4.15Manuscript-DIODEM\dataset\arm\exp03\motion03_pause1\exp03_motion03_imu_rigid.csv,e:\VSCode_Study\2026.4.15Manuscript-DIODEM\dataset\arm\exp03\motion03_pause1\exp03_motion03_imu_nonrigid.csv,40.0,90,False,train
arm,exp03,motion03_pause1,motion03,pause1,seg4,e:\VSCode_Study\2026.4.15Manuscript-DIODEM\dataset\arm\exp03\motion03_pause1\exp03_motion03_imu_rigid.csv,e:\VSCode_Study\2026.4.15Manuscript-DIODEM\dataset\arm\exp03\motion03_pause1\exp03_motion03_imu_nonrigid.csv,40.0,90,False,train
arm,exp03,motion03_pause1,motion03,pause1,seg5,e:\VSCode_Study\2026.4.15Manuscript-DIODEM\dataset\arm\exp03\motion03_pause1\exp03_motion03_imu_rigid.csv,e:\VSCode_Study\2026.4.15Manuscript-DIODEM\dataset\arm\exp03\motion03_pause1\exp03_motion03_imu_nonrigid.csv,40.0,90,False,train
arm,exp03,motion04_dangle2,motion04,dangle2,seg1,e:\VSCode_Study\2026.4.15Manuscript-DIODEM\dataset\arm\exp03\motion04_dangle2\exp03_motion04_imu_rigid.csv,e:\VSCode_Study\2026.4.15Manuscript-DIODEM\dataset\arm\exp03\motion04_dangle2\exp03_motion04_imu_nonrigid.csv,40.0,2900,False,train
arm,exp03,motion04_dangle2,motion04,dangle2,seg2,e:\VSCode_Study\2026.4.15Manuscript-DIODEM\dataset\arm\exp03\motion04_dangle2\exp03_motion04_imu_rigid.csv,e:\VSCode_Study\2026.4.15Manuscript-DIODEM\dataset\arm\exp03\motion04_dangle2\exp03_motion04_imu_nonrigid.csv,40.0,2900,False,train
arm,exp03,motion04_dangle2,motion04,dangle2,seg3,e:\VSCode_Study\2026.4.15Manuscript-DIODEM\dataset\arm\exp03\motion04_dangle2\exp03_motion04_imu_rigid.csv,e:\VSCode_Study\2026.4.15Manuscript-DIODEM\dataset\arm\exp03\motion04_dangle2\exp03_motion04_imu_nonrigid.csv,40.0,2900,False,train
arm,exp03,motion04_dangle2,motion04,dangle2,seg4,e:\VSCode_Study\2026.4.15Manuscript-DIODEM\dataset\arm\exp03\motion04_dangle2\exp03_motion04_imu_rigid.csv,e:\VSCode_Study\2026.4.15Manuscript-DIODEM\dataset\arm\exp03\motion04_dangle2\exp03_motion04_imu_nonrigid.csv,40.0,2900,False,train
arm,exp03,motion04_dangle2,motion04,dangle2,seg5,e:\VSCode_Study\2026.4.15Manuscript-DIODEM\dataset\arm\exp03\motion04_dangle2\exp03_motion04_imu_rigid.csv,e:\VSCode_Study\2026.4.15Manuscript-DIODEM\dataset\arm\exp03\motion04_dangle2\exp03_motion04_imu_nonrigid.csv,40.0,2900,False,train
arm,exp03,motion05_pause2,motion05,pause2,seg1,e:\VSCode_Study\2026.4.15Manuscript-DIODEM\dataset\arm\exp03\motion05_pause2\exp03_motion05_imu_rigid.csv,e:\VSCode_Study\2026.4.15Manuscript-DIODEM\dataset\arm\exp03\motion05_pause2\exp03_motion05_imu_nonrigid.csv,40.0,950,False,train
arm,exp03,motion05_pause2,motion05,pause2,seg2,e:\VSCode_Study\2026.4.15Manuscript-DIODEM\dataset\arm\exp03\motion05_pause2\exp03_motion05_imu_rigid.csv,e:\VSCode_Study\2026.4.15Manuscript-DIODEM\dataset\arm\exp03\motion05_pause2\exp03_motion05_imu_nonrigid.csv,40.0,950,False,train
arm,exp03,motion05_pause2,motion05,pause2,seg3,e:\VSCode_Study\2026.4.15Manuscript-DIODEM\dataset\arm\exp03\motion05_pause2\exp03_motion05_imu_rigid.csv,e:\VSCode_Study\2026.4.15Manuscript-DIODEM\dataset\arm\exp03\motion05_pause2\exp03_motion05_imu_nonrigid.csv,40.0,950,False,train
arm,exp03,motion05_pause2,motion05,pause2,seg4,e:\VSCode_Study\2026.4.15Manuscript-DIODEM\dataset\arm\exp03\motion05_pause2\exp03_motion05_imu_rigid.csv,e:\VSCode_Study\2026.4.15Manuscript-DIODEM\dataset\arm\exp03\motion05_pause2\exp03_motion05_imu_nonrigid.csv,40.0,950,False,train
arm,exp03,motion05_pause2,motion05,pause2,seg5,e:\VSCode_Study\2026.4.15Manuscript-DIODEM\dataset\arm\exp03\motion05_pause2\exp03_motion05_imu_rigid.csv,e:\VSCode_Study\2026.4.15Manuscript-DIODEM\dataset\arm\exp03\motion05_pause2\exp03_motion05_imu_nonrigid.csv,40.0,950,False,train
arm,exp03,motion06_slow2,motion06,slow2,seg1,e:\VSCode_Study\2026.4.15Manuscript-DIODEM\dataset\arm\exp03\motion06_slow2\exp03_motion06_imu_rigid.csv,e:\VSCode_Study\2026.4.15Manuscript-DIODEM\dataset\arm\exp03\motion06_slow2\exp03_motion06_imu_nonrigid.csv,40.0,650,False,train
arm,exp03,motion06_slow2,motion06,slow2,seg2,e:\VSCode_Study\2026.4.15Manuscript-DIODEM\dataset\arm\exp03\motion06_slow2\exp03_motion06_imu_rigid.csv,e:\VSCode_Study\2026.4.15Manuscript-DIODEM\dataset\arm\exp03\motion06_slow2\exp03_motion06_imu_nonrigid.csv,40.0,650,False,train
arm,exp03,motion06_slow2,motion06,slow2,seg3,e:\VSCode_Study\2026.4.15Manuscript-DIODEM\dataset\arm\exp03\motion06_slow2\exp03_motion06_imu_rigid.csv,e:\VSCode_Study\2026.4.15Manuscript-DIODEM\dataset\arm\exp03\motion06_slow2\exp03_motion06_imu_nonrigid.csv,40.0,650,False,train
arm,exp03,motion06_slow2,motion06,slow2,seg4,e:\VSCode_Study\2026.4.15Manuscript-DIODEM\dataset\arm\exp03\motion06_slow2\exp03_motion06_imu_rigid.csv,e:\VSCode_Study\2026.4.15Manuscript-DIODEM\dataset\arm\exp03\motion06_slow2\exp03_motion06_imu_nonrigid.csv,40.0,650,False,train
arm,exp03,motion06_slow2,motion06,slow2,seg5,e:\VSCode_Study\2026.4.15Manuscript-DIODEM\dataset\arm\exp03\motion06_slow2\exp03_motion06_imu_rigid.csv,e:\VSCode_Study\2026.4.15Manuscript-DIODEM\dataset\arm\exp03\motion06_slow2\exp03_motion06_imu_nonrigid.csv,40.0,650,False,train
arm,exp03,motion07_dangle3,motion07,dangle3,seg1,e:\VSCode_Study\2026.4.15Manuscript-DIODEM\dataset\arm\exp03\motion07_dangle3\exp03_motion07_imu_rigid.csv,e:\VSCode_Study\2026.4.15Manuscript-DIODEM\dataset\arm\exp03\motion07_dangle3\exp03_motion07_imu_nonrigid.csv,40.0,1100,False,train
arm,exp03,motion07_dangle3,motion07,dangle3,seg2,e:\VSCode_Study\2026.4.15Manuscript-DIODEM\dataset\arm\exp03\motion07_dangle3\exp03_motion07_imu_rigid.csv,e:\VSCode_Study\2026.4.15Manuscript-DIODEM\dataset\arm\exp03\motion07_dangle3\exp03_motion07_imu_nonrigid.csv,40.0,1100,False,train
arm,exp03,motion07_dangle3,motion07,dangle3,seg3,e:\VSCode_Study\2026.4.15Manuscript-DIODEM\dataset\arm\exp03\motion07_dangle3\exp03_motion07_imu_rigid.csv,e:\VSCode_Study\2026.4.15Manuscript-DIODEM\dataset\arm\exp03\motion07_dangle3\exp03_motion07_imu_nonrigid.csv,40.0,1100,False,train
arm,exp03,motion07_dangle3,motion07,dangle3,seg4,e:\VSCode_Study\2026.4.15Manuscript-DIODEM\dataset\arm\exp03\motion07_dangle3\exp03_motion07_imu_rigid.csv,e:\VSCode_Study\2026.4.15Manuscript-DIODEM\dataset\arm\exp03\motion07_dangle3\exp03_motion07_imu_nonrigid.csv,40.0,1100,False,train
arm,exp03,motion07_dangle3,motion07,dangle3,seg5,e:\VSCode_Study\2026.4.15Manuscript-DIODEM\dataset\arm\exp03\motion07_dangle3\exp03_motion07_imu_rigid.csv,e:\VSCode_Study\2026.4.15Manuscript-DIODEM\dataset\arm\exp03\motion07_dangle3\exp03_motion07_imu_nonrigid.csv,40.0,1100,False,train
arm,exp03,motion08_pause3,motion08,pause3,seg1,e:\VSCode_Study\2026.4.15Manuscript-DIODEM\dataset\arm\exp03\motion08_pause3\exp03_motion08_imu_rigid.csv,e:\VSCode_Study\2026.4.15Manuscript-DIODEM\dataset\arm\exp03\motion08_pause3\exp03_motion08_imu_nonrigid.csv,40.0,250,False,train
arm,exp03,motion08_pause3,motion08,pause3,seg2,e:\VSCode_Study\2026.4.15Manuscript-DIODEM\dataset\arm\exp03\motion08_pause3\exp03_motion08_imu_rigid.csv,e:\VSCode_Study\2026.4.15Manuscript-DIODEM\dataset\arm\exp03\motion08_pause3\exp03_motion08_imu_nonrigid.csv,40.0,250,False,train
arm,exp03,motion08_pause3,motion08,pause3,seg3,e:\VSCode_Study\2026.4.15Manuscript-DIODEM\dataset\arm\exp03\motion08_pause3\exp03_motion08_imu_rigid.csv,e:\VSCode_Study\2026.4.15Manuscript-DIODEM\dataset\arm\exp03\motion08_pause3\exp03_motion08_imu_nonrigid.csv,40.0,250,False,train
arm,exp03,motion08_pause3,motion08,pause3,seg4,e:\VSCode_Study\2026.4.15Manuscript-DIODEM\dataset\arm\exp03\motion08_pause3\exp03_motion08_imu_rigid.csv,e:\VSCode_Study\2026.4.15Manuscript-DIODEM\dataset\arm\exp03\motion08_pause3\exp03_motion08_imu_nonrigid.csv,40.0,250,False,train
arm,exp03,motion08_pause3,motion08,pause3,seg5,e:\VSCode_Study\2026.4.15Manuscript-DIODEM\dataset\arm\exp03\motion08_pause3\exp03_motion08_imu_rigid.csv,e:\VSCode_Study\2026.4.15Manuscript-DIODEM\dataset\arm\exp03\motion08_pause3\exp03_motion08_imu_nonrigid.csv,40.0,250,False,train
arm,exp03,motion09_dangle4,motion09,dangle4,seg1,e:\VSCode_Study\2026.4.15Manuscript-DIODEM\dataset\arm\exp03\motion09_dangle4\exp03_motion09_imu_rigid.csv,e:\VSCode_Study\2026.4.15Manuscript-DIODEM\dataset\arm\exp03\motion09_dangle4\exp03_motion09_imu_nonrigid.csv,40.0,2900,False,train
arm,exp03,motion09_dangle4,motion09,dangle4,seg2,e:\VSCode_Study\2026.4.15Manuscript-DIODEM\dataset\arm\exp03\motion09_dangle4\exp03_motion09_imu_rigid.csv,e:\VSCode_Study\2026.4.15Manuscript-DIODEM\dataset\arm\exp03\motion09_dangle4\exp03_motion09_imu_nonrigid.csv,40.0,2900,False,train
arm,exp03,motion09_dangle4,motion09,dangle4,seg3,e:\VSCode_Study\2026.4.15Manuscript-DIODEM\dataset\arm\exp03\motion09_dangle4\exp03_motion09_imu_rigid.csv,e:\VSCode_Study\2026.4.15Manuscript-DIODEM\dataset\arm\exp03\motion09_dangle4\exp03_motion09_imu_nonrigid.csv,40.0,2900,False,train
arm,exp03,motion09_dangle4,motion09,dangle4,seg4,e:\VSCode_Study\2026.4.15Manuscript-DIODEM\dataset\arm\exp03\motion09_dangle4\exp03_motion09_imu_rigid.csv,e:\VSCode_Study\2026.4.15Manuscript-DIODEM\dataset\arm\exp03\motion09_dangle4\exp03_motion09_imu_nonrigid.csv,40.0,2900,False,train
arm,exp03,motion09_dangle4,motion09,dangle4,seg5,e:\VSCode_Study\2026.4.15Manuscript-DIODEM\dataset\arm\exp03\motion09_dangle4\exp03_motion09_imu_rigid.csv,e:\VSCode_Study\2026.4.15Manuscript-DIODEM\dataset\arm\exp03\motion09_dangle4\exp03_motion09_imu_nonrigid.csv,40.0,2900,False,train
arm,exp03,motion10_pause4,motion10,pause4,seg1,e:\VSCode_Study\2026.4.15Manuscript-DIODEM\dataset\arm\exp03\motion10_pause4\exp03_motion10_imu_rigid.csv,e:\VSCode_Study\2026.4.15Manuscript-DIODEM\dataset\arm\exp03\motion10_pause4\exp03_motion10_imu_nonrigid.csv,40.0,362,False,train
arm,exp03,motion10_pause4,motion10,pause4,seg2,e:\VSCode_Study\2026.4.15Manuscript-DIODEM\dataset\arm\exp03\motion10_pause4\exp03_motion10_imu_rigid.csv,e:\VSCode_Study\2026.4.15Manuscript-DIODEM\dataset\arm\exp03\motion10_pause4\exp03_motion10_imu_nonrigid.csv,40.0,362,False,train
arm,exp03,motion10_pause4,motion10,pause4,seg3,e:\VSCode_Study\2026.4.15Manuscript-DIODEM\dataset\arm\exp03\motion10_pause4\exp03_motion10_imu_rigid.csv,e:\VSCode_Study\2026.4.15Manuscript-DIODEM\dataset\arm\exp03\motion10_pause4\exp03_motion10_imu_nonrigid.csv,40.0,362,False,train
arm,exp03,motion10_pause4,motion10,pause4,seg4,e:\VSCode_Study\2026.4.15Manuscript-DIODEM\dataset\arm\exp03\motion10_pause4\exp03_motion10_imu_rigid.csv,e:\VSCode_Study\2026.4.15Manuscript-DIODEM\dataset\arm\exp03\motion10_pause4\exp03_motion10_imu_nonrigid.csv,40.0,362,False,train
arm,exp03,motion10_pause4,motion10,pause4,seg5,e:\VSCode_Study\2026.4.15Manuscript-DIODEM\dataset\arm\exp03\motion10_pause4\exp03_motion10_imu_rigid.csv,e:\VSCode_Study\2026.4.15Manuscript-DIODEM\dataset\arm\exp03\motion10_pause4\exp03_motion10_imu_nonrigid.csv,40.0,362,False,train
arm,exp04,motion01_slow_global,motion01,slow_global,seg1,e:\VSCode_Study\2026.4.15Manuscript-DIODEM\dataset\arm\exp04\motion01_slow_global\exp04_motion01_imu_rigid.csv,e:\VSCode_Study\2026.4.15Manuscript-DIODEM\dataset\arm\exp04\motion01_slow_global\exp04_motion01_imu_nonrigid.csv,40.0,1970,False,train
arm,exp04,motion01_slow_global,motion01,slow_global,seg2,e:\VSCode_Study\2026.4.15Manuscript-DIODEM\dataset\arm\exp04\motion01_slow_global\exp04_motion01_imu_rigid.csv,e:\VSCode_Study\2026.4.15Manuscript-DIODEM\dataset\arm\exp04\motion01_slow_global\exp04_motion01_imu_nonrigid.csv,40.0,1970,False,train
arm,exp04,motion01_slow_global,motion01,slow_global,seg3,e:\VSCode_Study\2026.4.15Manuscript-DIODEM\dataset\arm\exp04\motion01_slow_global\exp04_motion01_imu_rigid.csv,e:\VSCode_Study\2026.4.15Manuscript-DIODEM\dataset\arm\exp04\motion01_slow_global\exp04_motion01_imu_nonrigid.csv,40.0,1970,False,train
